Interpret;Titel;Länge
The Pussycat Dolls;Don't Cha;04:32
The Rasmus;Back in the picture;03:46
The Rasmus;Time to burn;04:34
The Rasmus;Heartbreaker;03:42
The Righteous Brothers;Unchained Melody;03:38
The Roots;The Seed (2.0);04:27
The Rubettes;Sugar Baby Love;03:28
The Rubettes;Juke Box Jive;02:57
The Runaways;Cherry Bomb;02:17
The Saint;The Saint;04:31
The Smiths;There Is a Light That Never Goes;04:05
The Staple Singers;Respect Yourself;03:33
The Statler Brothers;Flowers On The Wall;02:20
The Streets;Blinded by the Light;04:43
The Streets;Dry Your Eyes;04:32
The Streets;What Is He Thinking;04:37
The Streets;don't mug yourself;02:39
The Streets;The Irony Of It All;03:29
The Stylistics;You Make Me Feel Brand New;04:47
The Sugar Kingz;Only You (Horny United Mix 1);04:10
The Temprees;Dedicated To The One I Love - The Temprees;03:34
The Temptations;Silent Night;02:25
The Thermals;Now We Can See;03:30
The Times They Are A;Changin';
The Ting Tings;Shut Up and Let Me Go;02:54
The Ting Tings;That's Not My Name;05:13
The Tune Weavers;Merry Merry Christmas Baby;02:31
The underdog project;Summer Jam 2004;03:29
The Urge;It's My Turn To Fly;03:44
The Verve;Bitter Sweet Symphony;05:56
The Vitamin String Quartet;The Seed 2.0;05:01
The who;Pinball Wizard;03:00
The Wilkinsons;Occasionally crazy;03:07
The Witcher;15 Order;03:51
The Witcher;Tales Of The Witcher;02:38
The Witcher;Born Again;04:38
The Witcher;Sword Of The Witcher;03:35
The Witcher;Running Away;02:54
The X-Ecutioners;It's Going Down (Feat Linkin P;03:32
Theme;Wickie Titelmelodie;02:04
Thievery Corporation;Lebanese Blonde;04:47
This year´s love;Just Looking;04:04
Thunderbirds Are Now!;We Win (Ha Ha);03:09
Tiamat;In A Dream;05:12
Tiamat;Clouds;03:40
Tiamat;Smell Of Incense;04:29
Tiamat;A Caress Of Stars;05:26
Tiamat;The Sleeping Beauty;04:10
Tiamat;Forever Burning Flames;04:22
Tiamat;The Scapegoat;04:56
Tiamat;Undressed;07:08
Tiamat;Brighter Than The Sun;04:10
Tiamat;Neo Aeon (Intro);02:09
Tiamat;Lady Temptress;03:44
Tiamat;Mountain Of Doom;04:36
Tiamat;Dead Boys' Choir;01:53
Tiamat;Sumerian Cry (Part III);05:16
Tiamat;On Golden Wings;04:58
Tiamat;Ancient Entity;06:17
Tiamat;The Southernmost Voyage;03:12
Tiamat;Angels Far Beyond;04:42
Tiamat;I Am The King (Of Dreams);04:34
Tiamat;A Winter Shadow;05:23
Tiamat;The Seal (Outro);01:52
Tiamat;Do You Dream Of Me;05:06
Tiga and Zyntherius;Sunglasses At Night;08:24
Tight Fit;The Lion Sleeps Tonight;03:13
Tim Hutton;Didnt´t I say;03:36
Tim McGraw;It's A Business Doing Pleasure With You;03:07
Tim McGraw;When The Stars Go Blue;03:54
Timbaland;Apologize;03:04
Timberland, Busta Rymes, Magoo;Knight Rider Theme;03:42
Timo Maas;Help Me (feat. Kelis);04:40
Timo Maas;Shifter;05:35
Tina Turner;We Don't Need Another Hero (Thunderdome);04:56
Tina Turner;Tonight;04:15
Tina turner;Nutbush City Limits;02:56
TipTop;Tiptop;02:56
Titan AE;Phusion - Love Insanity;03:55
Titan AE;Powerman5000 - The End Is Over;03:10
Tito & Tarantula;Stück 10 From Dusk Till Dawn;04:11
Tiziana Maneti;Cuore Bandito;04:18
Tiziano Ferro;Ed Ero Contentissimo;04:10
TLC;No Scrubs;03:39
TLC;Waterfalls;04:37
Tocotronic;This Boy Is Tocotronic;04:03
Tokio Hotel;Durch Den Monsun;03:58
"Tom Jones; Mousse T.";Sex Bomb;03:32
Tom Novy;Now Or Never (Original Radio);04:01
Tom Novy Feat. Lima;Now Or Never (Original Radio);04:02
Tom Petty & the Heartbreakers;Free Fallin';04:15
Tommy Amper, Hape Kerkeling & Petra Scheeser;Aufpolieren;03:03
Tommy James & The Shondells;Crimson & Clover;03:29
Tommy Roberts Jr.;Live, laugh, love;03:53
Tone Loc;Funky Cold Medina;04:08
Tone-Loc feat. ZZ-Bros.;Funky Cold Medina Y2k;03:45
Tony McLoughlin;Ride the Wind;03:49
Tori Amos;Winter;05:43
Tori Amos;Precious Things;04:27
Tori Amos;Cornflake Girl (Remix);03:53
Tosca;Honey;03:28
Toto;Africa;04:22
Toto Bona Lokua;M'aa Kiana;03:39
Toto Cutugno;Serenata;03:47
Toto Cutugno;Serenata;03:47
Touch & Go;Would You...?;03:12
Tracy Chapman;Hundred Mile High City;03:06
Tracy Chapman;Bonus_Fast Car;04:56
Tracy Chapman;Let It Rain;03:40
Tracy Chapman;Goodbye;02:28
Tracy Chapman;I Am Yours;03:36
Tracy Chapman;Telling Stories;03:59
Tracy Chapman;Talkin' Bout A Revolution;02:39
Tracy Chapman;For My Lover;03:12
Tracy Chapman, Luciano Pavarotti, Orchestra Sinfonica Italiana & José Molina;Baby, Can I Hold You Tonight;03:32
Tracy Lawrence;Til I was a daddy too;03:56
Trainspotting;Lust For Life;05:12
Trainspotting;Perfect Day;03:43
Trainspotting;For What You Dream Of;03:15
Trance Allstars;Ready To Flow (ATB Edit);03:33
Trance Allstars;Ready To Flow - The Clubmixes (DJ Mellow-D Club Mix);03:32
Travis;Why does it always rain on me?;04:24
Tribus Futuras;Hijos Del Viento;05:48
Tricky;Crazy Claws;04:18
Trio;Anna - Lassmichrein Lassmichraus;02:39
Trisha Yearwood;How Do I Live Without You;03:52
Trisha Yearwood;Adeste Fideles;04:14
Troggs;Wild Thing;02:37
Trucks;Trucks - It's Just A Porn Mum;03:25
Trust Company;Hover;03:50
Trust Company;Slipping Away;03:55
Tuku (Oliver Mtukudzi);Mukana;04:49
Turin Brakes;Bye Pod;04:58
Turntable Rockers;A Little Funk;03:54
Twin peaks;Laura Palmer's Theme;04:42
Two smoking barrels;The Payback;07:28
Two smoking barrels;Hundred Mile High City;03:56
Two Steps From Hell;Epic Music Mix;04:28
Tyler Bates;Frank's Choice;03:36
U2;Frank sinatra - i've got you under;03:32
U2;Running to stand still;05:13
U2;Van dieman's land;03:06
U2;New York;05:30
U2;Grace;05:30
U2;Elevation;03:47
U2;Walk On;04:56
U2;Kite;04:26
U2;In A Little While;03:39
U2;Wild Honey;03:46
U2;Peace On Earth;04:48
U2;When I Look At The World;04:17
U2;I Still Haven't Found What I'm Looking For;05:55
U2;Running to stand still;05:13
U2;Pride (In The Name Of Love);04:27
U2;All I Want Is You;06:31
U2;The Miracle (Of Joey Ramone);04:15
U2;Every Breaking Wave;04:12
U2;California (There Is No End to Love);03:59
U2;Song for Someone;03:46
U2;Iris (Hold Me Close);05:19
U2;Volcano;03:14
U2;Raised By Wolves;04:05
U2;Cedarwood Road;04:25
U2;Sleep Like a Baby Tonight;05:01
U2;This Is Where You Can Reach Me Now;05:05
U2;The Troubles;04:45
U2;Beautiful Day;04:08
U2;Even Better Than The Real Thing;03:41
U2;Mysterious Ways;04:03
U2;Electrical Storm;04:39
U2;One;04:35
U2;Stay (Faraway, So Close!);04:59
U2;Stuck In A Moment You Can't Get Out Of;04:34
U2;Gone;04:34
U2;Until The End Of The World;04:40
U2;The Hands That Built America;04:58
U2;Discothèque;04:42
U2;Hold Me, Thrill Me, Kiss Me, Kill Me;04:45
U2;Staring At The Sun;04:49
U2;Numb;04:23
U2;The First Time;03:44
U2 & Luciano Pavaroti;Miss Sarajevo;05:31
UB40;Can't Help Falling In Love;03:26
Udo Juergens;Tausend Jahre sind ein Tag;05:34
Udo Jürgens;Der Ganz Normale Wahnsinn;04:15
Udo Jürgens;Liebe Lebt;04:18
Udo Jürgens;Wenn Ein Lied So Wär' Wie Du;04:42
Udo Jürgens;Dafür Brauch' Ich Dich;03:40
Udo Jürgens;Du Bist Durchschaut;03:34
Udo Jürgens;Die Frau, Die Ich Nie Traf;04:12
Udo Jürgens;Alles Ist So Easy;04:29
Udo Jürgens;Oktoberwind;04:11
Udo Jürgens;Schenk Mir Einen Traum [New York Fassung];04:32
Udo Jürgens;Lass Ein Wenig Liebe Da;04:07
Udo Jürgens;Gegen Den Wind;03:48
Udo Jürgens;Gute Reise Durch Das Leben;03:39
Udo Jürgens;Mein Erster Weg;03:32
Udo Jürgens;Am Ufer;03:53
Udo jürgens;Anuschka;02:53
Udo jürgens;Griechischer Wein;04:03
Udo jürgens;Merci, Merci;02:45
Ugly Kid Joe;Heavy Metal;00:25
Ugly Kid Joe;Whiplash Liquor;03:40
Ugly Kid Joe;Everything About You;04:14
Ugly Kid Joe;Cats In The Cradle;04:02
Ugly Kid Joe;Neighbor;04:45
Ugly Kid Joe;Busy Bee;04:32
Ugly Kid Joe;Madman;03:38
Ugly Kid Joe;Panhandlin´ Prince;05:42
Ugly Kid Joe;Funky Fresh Country Club;07:32
Uko;Brondhaish;03:21
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Knuddel Deinen Teddybär;02:00
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Die Küken;02:04
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Drei Kleine Quall'n;02:48
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Suse & Paul;01:02
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Drei Kleine Kätzchen;03:03
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Kleiner Vogel Wollte Mal Auf Reisen Gehn;02:52
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Meine Goldhamster;02:12
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Lavendelblau;01:11
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Schwarzes Schäfchen;01:00
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Alouette;02:17
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Annas Weißes Lamm;00:57
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Johnnys Buddelschiff;04:37
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Mäh, Sagt Das Kleine Lamm;01:46
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Sigismund Das Nachtgespenst;02:02
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Kleiner Stern;01:40
Ulrich Maske, Gerhard Schöne, Eckart Kahlhofer;Hallo, Es Ist Soweit;02:41
Ultra;Say It Once;03:58
Ultravox;We Came To Dance;04:06
umberto negri;Umberto Negri - Sempre;03:52
Umberto Tozzi & Raf;Gente Di Mare;03:54
Underworld;Dark And Long (Hall's Mix);04:09
Unique II;Forever;03:50
UNKLE;Lonely Soul;08:53
Unloco;Bruises;02:36
Urban Species;Hide & Seek;04:33
Urbs & Cutex;Banana Joe;03:55
Us3;Cantaloop (flip fantasy);04:37
Van morrison;Brown Eyed Girl;03:03
Vanessa Williams;Betcha Never;04:50
Vanessa Williams;Non Ti Scordar Di Me;04:16
Vangelis;Chariots Of Fire;03:30
Various Artists;Alle Meine Entchen;00:15
Various Artists;Kuckuck Ruft´s Aus Dem Wald;00:48
Various Artists;Summ Summ Summ;01:04
Various Artists;Neger Auf Kaffeebohnen;03:57
Various Artists;Hänschen Klein;01:29
Various Artists;Backe Backe Kuchen;00:28
Various Artists;Es War Eine Mutter;00:28
Various Artists;Ich Bin Ein Musikant;02:31
Various Artists;Widele Wedele;02:19
Various Artists;Zeigt Her Eure Füßchen;01:22
Various Artists;Suse Liebe Suse;01:31
Various Artists;Vogelhochzeit;02:03
Various Artists;Taler Taler;01:21
Various Artists;Hopp Hopp Hopp;01:29
Various Artists;Kommt Ein Vogel Geflogen;00:58
Various Artists;Winter Ade;01:00
Various Artists;Weißt Du Wieviel Sternlein Stehen;02:00
Various Artists;Der Mond Ist Aufgegangen;01:44
Various Artists;If I Neva See You Again;04:10
Various Artists;Puccini: Madama Butterfly - Flower Duet;05:01
Various Artists;Puccini: Manon Lescaut - Sola, Perduta, Abbandonata;04:10
Various Artists;Gianni Morandi - I Love You;03:21
Various Artists;Cleopatra - I Want You Back;04:03
Various Artists;Domenico Modugno - Nel Blu Dipinto Di Blu;03:37
Varymbaalha;African dream;04:47
Vaux;Are You With Me;03:27
Velvet Goldmine;Make Me Smile (Come Up And See Me);03:59
Velvet Revolver;Dirty Little Thing;03:57
Vengaboys;We`re Going To Ibiza;03:38
Vengaboys;Boom, Boom, Boom, Boom!;03:22
Verschiedene Künstler;Energy Flow;04:32
Verschiedene Künstler;Plaisir D'amour;03:25
Verve Remixed;Nina Simone Feelin Good (Joe Clausell Remix);06:04
Viennese;Vienna Dynasty;05:28
Viktor Gernot & His Best Friends;Sunny;03:33
Viktor Gernot & His Best Friends;It's Only A Papermoon;02:00
Viktor Gernot & His Best Friends;Fly Me To The Moon;02:08
Viktor Gernot & His Best Friends;Mercy, Mercy, Mercy;04:03
Viktor Gernot & His Best Friends;I Get A Kick Out Of You;04:33
Viktor Gernot & His Best Friends;Pick Yourself Up;03:30
Viktor Gernot & His Best Friends;Make Love 2U;03:57
Viktor Gernot & His Best Friends;Tuxedo Junction;01:21
Viktor Gernot & His Best Friends;From The Bottom;02:37
Viktor Gernot & His Best Friends;Just One Of Those Things;04:01
Viktor Gernot & His Best Friends;I've Got You Under My Skin;04:32
Viktor Gernot & His Best Friends;I'm Nothing Without You;02:11
Viktor Gernot & His Best Friends;Funny;02:32
Viktor Gernot & His Best Friends;Is You Is Or Is You Ain't Ma Baby;03:06
Viktor Gernot & His Best Friends;When I Make Music With My Friends;03:41
Viktor Gernot & His Best Friends;I Am What I Am;03:54
Viktor Gernot & His Best Friends;Angel Eyes;06:49
Virginia Jetzt!;Bitte Bleib Nicht, Wenn Du Gehst;03:36
Virginia Jetzt!;Das ganz normale Leben;04:00
Vitamin C;Smile;03:24
Viva Quetzal;Caballo Viejo;02:33
Voltaire;Premiere;03:51
Voltaire;Flut;04:04
Voom:Voom;Influenza;06:42
Voxhaul Broadcast;You Are the Wilderness (The Walking Dead Soundtrack);05:16
Wackside ft. Sister Sledge;Lost In Music (M.A.N.D.Y. Radio Edit);06:00
Waldeck;Dreaming;06:31
Walter Bassani;Arriva lei;03:32
Walter Bassani;Arrive Lei;03:32
Walter Horton;Easy;02:58
Wanda Jackson;Wanda Jackson / Right Or Wrong;02:38
Warren Smith;Rock 'n' Roll Ruby;02:52
Warren Zevon;Keep Me in Your Heart;03:28
Waxolutionists;Nachtschattengewächs;03:33
Wayne Static;Not Meant For Me;04:10
WC, E-40 & Christ Bearer of Northstar;When The Guns Come Out;04:09
We Are Scientists;The Great Escape;03:17
Weezer;Keep Fishin';02:43
weezer;The Good Life;04:17
Weihnachts Lieder;Do they know it´s christmas;03:53
Weihnachts Lieder;Last Christmas;04:27
Weihnachts Lieder;Step Into Christmas;04:13
Weihnachts Lieder;Please Come Home For Christmas;03:00
Weihnachts Lieder;Little Saint Nick;02:03
Weihnachts Lieder;Thank god it´s Christmas;04:18
Weihnachts Lieder;I Believe In Father Christmas;03:19
Weihnachts Lieder;Silent Night;03:51
Weihnachts Lieder;Mary´s Boy child;05:10
Weihnachts Lieder;Who´d be a turkey at christmas;04:05
Weihnachts Lieder;I Wish It Could Be Christmas Everday;04:46
Weihnachts Lieder;Christmas Time Is Here;02:59
Weihnachts Lieder;Blue Christmas;02:46
Weihnachts Lieder;Pretty Paper;02:49
Weihnachts Lieder;A Spaceman Came Traveling;05:07
Weihnachts Lieder;In Dulci Jubilo;02:50
Weihnachts Lieder;White Christmas;03:05
Weller, Freddy;Games People Play;02:54
Wencke Myhre;Er Hat Ein Knallrotes Gummiboot;03:14
Wesli;Bèl Ti Fanm Kreyol;03:30
Westbam;Recognize;03:01
Westlife;I Have A Dream;04:05
Wham!;Last Christmas;04:23
Wheatus;A Little Respect;03:27
Wheatus;Teenage Dirtbag;04:15
Wil Smith;Black Suits Comin' (Nod Ya Head)- Radio Edit;03:52
Wilhelm Hauff;Ansage;00:09
Wilhelm Hauff;Kalif Storch I;05:59
Wilhelm Hauff;Kalif Storch II;06:14
Wilhelm Hauff;Kalif Storch III;06:34
Wilhelm Hauff;Kalif Storch IV;06:52
Wilhelm Hauff;Kalif Storch V;04:03
Wilhelm Hauff;Der Kleine Muck I;04:51
Wilhelm Hauff;Der Kleine Muck II;05:33
Wilhelm Hauff;Der Kleine Muck III;05:51
Wilhelm Hauff;Der Kleine Muck IV;04:46
Wilhelm Hauff;Der Kleine Muck V;04:10
Wilhelm Hauff;Der Kleine Muck VI;04:59
Wilhelm Hauff;Der Kleine Muck VII;05:36
Wilhelm Hauff;Der Kleine Muck VIII;04:43
Wilhelm Hauff;Der Kleine Muck IX;04:45
Wilhelm Hauff;Der Kleine Muck X;04:19
Will smith;Men In Black;03:45
Will young;Your Love Is King;04:05
Willemijn Verkaik;Lass jetzt los;03:45
Willi Resetarits Stubnblues;Alanech Fia Dii;03:34
Willi Resetarits Stubnblues;Sag Ma Nix;03:18
Willi Resetarits Stubnblues;You Make Me Feel So Free;04:09
Willi Resetarits Stubnblues;Regn;04:01
Willi Resetarits Stubnblues;Rough & Tumble;04:55
Willi Resetarits Stubnblues;Oral Jesam;01:20
Willi Resetarits Stubnblues;Da R Abrüü;03:37
Willi Resetarits Stubnblues;Noan Wia Mia;02:58
Willi Resetarits Stubnblues;Wiara Wü;03:19
Willi Resetarits Stubnblues;De Wöd;05:00
Willi Resetarits Stubnblues;Tinto;04:42
Willi Resetarits Stubnblues;Pflückt Ein Mädel Tibisel;03:23
Willi Resetarits Stubnblues;I Hope That I Don't Fall In Love With You;03:36
Willi Resetarits Stubnblues;Ja Sam Junak/Pavkino;07:20
Willie Nelson;On The Road Again;02:27
Willie Nelson;Always On My Mind;03:31
Willie Nelson;Georgia On My Mind;04:18
Willie Nix;Baker Shop Boogie;02:40
Wink;Higher State Of Consciousness (Dex & Jonesy's Higher Stated Mix);03:40
Winyo (Shiphton Onyango);Odongo;03:22
Wir sind Helden;Guten Tag;03:35
Wir sind Helden;Wir müssen nur wollen;03:39
Wir Sind Helden;Wenn es passiert;03:33
Wir Sind Helden;Echolot;04:31
Wir Sind Helden;Von hier an blind;03:30
Wir Sind Helden;Zuhälter;03:30
Wir Sind Helden;Ein Elefant für Dich;04:42
Wir Sind Helden;Darf ich das behalten;03:18
Wir Sind Helden;Wütend genug;04:29
Wir Sind Helden;Geht auseinander;03:10
Wir Sind Helden;Zieh Dir was an;03:26
Wir Sind Helden;Gekommen um zu bleiben;03:10
Wir Sind Helden;Nur ein Wort;03:56
Wir Sind Helden;Ich werde mein Leben lang üben ...;02:52
Wir Sind Helden;Bist Du nicht müde;03:53
Wizo;Gute Freunde;04:02
Wolfgang Amadeus Mozart;Messe Nr 14 C-Dur KV 317 - Kyrie;03:30
Wolfgang Amadeus Mozart;Messe Nr 14 C-Dur KV 317 - Gloria;04:23
Wolfgang Amadeus Mozart;Messe Nr 14 C-Dur KV 317 - Credo;06:46
Wolfgang Amadeus Mozart;Messe Nr 14 C-Dur KV 317 - Sanctus;02:16
Wolfgang Amadeus Mozart;Messe Nr 14 C-Dur KV 317 - Benedictus;03:29
Wolfgang Amadeus Mozart;Messe Nr 14 C-Dur KV 317 - Agnus Dei;06:38
Wolfgang Amadeus Mozart;Missa brevis D-dur KV 194 - Kyrie;02:13
Wolfgang Amadeus Mozart;Missa brevis D-dur KV 194 - Gloria;03:06
Wolfgang Amadeus Mozart;Missa brevis D-dur KV 194 - Credo;05:42
Wolfgang Amadeus Mozart;Missa brevis D-dur KV 194 - Sanctus;01:27
Wolfgang Amadeus Mozart;Missa brevis D-dur KV 194 - Benedictus;02:08
Wolfgang Amadeus Mozart;Missa brevis D-dur KV 194 - Agnus Dei;05:20
Wolfgang Amadeus Mozart;Missa brevis B-dur KV 275 - Kyrie;02:06
Wolfgang Amadeus Mozart;Missa brevis B-dur KV 275 - Gloria;02:45
Wolfgang Amadeus Mozart;Missa brevis B-dur KV 275 - Credo;04:56
Wolfgang Amadeus Mozart;Missa brevis B-dur KV 275 - Sanctus;01:26
Wolfgang Amadeus Mozart;Missa brevis B-dur KV 275 - Benedictus;03:07
Wolfgang Amadeus Mozart;Missa brevis B-dur KV 275 - Agnus Dei;06:28
Wolfgang Amadeus Mozart;Klavierkonzert Nr.20 - Romance;08:46
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Overture;06:32
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Notte E Giorno Faticar;06:18
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Recitativo;06:40
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Ma Qual Mai S'Offre;05:32
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Eh Via Buffone;01:11
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Ah Fuggi Il Traditor;01:34
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Ho Capito, Signor Si;01:50
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - La Ci Darem La Mano;03:25
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Oh Statua Gentilissima;03:39
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Ah Taci, Ingiusti Core;04:53
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Eh Vieni Alla Finestra;01:56
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - No Ti Fidar O Misera;04:25
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Don Ottavio, Son Morta;07:02
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Dalla Sua Pace La Mia Dipende;04:32
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Batti, Batti, O Bel Masetto;03:34
Wolfgang Amadeus Mozart;Mozart: Don Giovanni - Fin Ch'Han Dal Vino Calda La Testa;01:31
Wolfgang Amadeus Mozart;Requiem;06:01
Wolfgang Amadeus Mozart;Kyrie;02:51
Wolfgang Amadeus Mozart;Tuba mirum;04:23
Wolfgang Amadeus Mozart;Rex tremendae;02:32
Wolfgang Amadeus Mozart;Confutatis;02:39
Wolfgang Amadeus Mozart;Lacrimosa;03:28
Wolfgang Amadeus Mozart;Domine Jesu;04:15
Wolfgang Amadeus Mozart;Hostias;05:10
Wolfgang Amadeus Mozart;Sanctus;01:49
Wolfgang Amadeus Mozart;Benedictus;05:13
Wolfgang Amadeus Mozart;Agnus Dei;03:55
Wolfgang Amadeus Mozart;Lux aeterna;06:27
Wolfgang Ambros;Abwärts und Bergauf;04:42
Wolfgang Ambros;Langsam wochs ma z'amm;04:22
Wolfgang Ambros;Von Liebe ka Spur;04:42
Wolfgang Ambros;Du Bist De Wintersunn;04:31
Wolfgang Ambros;Es Lebe Der Zentralfriedhof;05:05
Wolfgang Ambros;De Kinettn Wo I Schlof;03:51
Wolfgang Ambros;Allan Wie A Stan;05:50
Wolfgang Ambros;Wie Wird Des Weitergeh'n;05:14
Wolfgang Ambros;Nie Und Nimmer;05:55
Wolfgang Ambros;Heit Drah I Mi Ham;03:55
Wolfgang Ambros;Dei Foto;03:45
Wolfgang Ambros;I Wü Frei Sein;02:51
Wolfgang Ambros;Weiß Wie Schnee;04:50
Wolfgang Ambros;A Großes Werk;05:13
Wolfgang Ambros;De Best'n Liada;02:04
Wolfgang Ambros;Du Schwoarzer Afghane;04:01
Wolfgang Ambros;Des Kannst Ned Mach'n;02:37
Wolfgang Ambros;Machtwuat;02:36
Wolfgang Ambros;I G'spia I Verlier;03:39
Wolfgang Ambros;Gezeichnet Fürs Leben;05:07
Wolfgang Ambros;Auftritt;04:01
Wolfgang Ambros;Selbstbewusst;04:00
Wolfgang Ambros;Corrinna, Corinna;02:06
Wolfgang Ambros;Schifoan;04:02
Wolfgang Ambros;Die Blume Aus Dem Gemeindebau;02:40
Wolfgang Ambros;Tagwache;05:32
Wolfgang Ambros;I Drah Zua;03:40
Wolfgang Ambros;A Gulasch Und A Seitl Bier;03:59
Wolfgang Ambros;Die Nr. 1 Vom Wienerwald;02:52
Wolfgang Ambros;I Bins Ned;03:01
Wolfgang Ambros;Weu I Ned Anders Kann;04:05
Wolfgang Ambros;Zwickts Mi;03:44
Wolfgang Ambros;Belize;04:20
Wolfgang Ambros;Original Clarks;03:34
Wolfgang Ambros;A Mensch Möcht I Bleibn;02:53
Wolfgang Ambros;Eibischzuckerl;02:23
Wolfgang Ambros;Hoit Da Is A Spoit;03:10
Wolfgang Ambros;I Werd' Mi Bessern;02:50
Wolfgang Ambros;Wüst Oda Wüst Ned;02:31
Wolfgang Ambros;Baba Und Foi Ned;03:28
Wolfgang Ambros;Gö Da Schaust;04:12
Wolfgang Ambros;I Glaub I Geh Jetzt;03:54
Wolfgang Ambros;Da Hofa;04:20
Wolfgang Ambros;Du Bist Wia De Wintersunn [Live];04:31
Wolfgang Ambros;Heit Dra I Mi Ham;03:55
Wolfgang Ambros;Selbstbewußt;04:00
